place_id,platform_name,hashtag,category,place_name,address,latitude,longitude,phone,menu1,price1,menu2,price2,description,price1_num,price2_num
P000022,착한가격업소,,식당,청정바지락칼국수,서울특별시 종로구 창신길 11,37.5722071295158,127.010524084538,02-743-6557,칼국수,7000원,보리비빔밥,6000원,가성비 칼국수,7000,6000.0
P000023,착한가격업소,,기타,재희플라워,"서울특별시 종로구 새문안로3길 12, 지층 1호",37.5713188201533,126.972944583484,02-739-9386,꽃다발(중),"25,000~45,000원",꽃다발(대),"50,000~70,000원",가성비 꽃다발(중),25000,50000.0
P000024,착한가격업소,,카페,세종커피,"서울특별시 종로구 세종대로23길 54, 지층 26호",37.5718394925759,126.973284555591,,아메리카노,2500원,카페라떼,3500원,가성비 아메리카노,2500,3500.0
P000025,착한가격업소,,식당,효자왕족발,서울특별시 종로구 자하문로 31-2,37.5788039794644,126.971276575353,02-735-7601,보쌈정식(점심),9000원,쟁반막국수,9000원,가성비 보쌈정식(점심),9000,9000.0
P000026,착한가격업소,,식당,토리베이커리,서울특별시 종로구 옥인길 30-3,37.5810719501489,126.96709240261,,막걸리식빵,4000원,화이트롤케이크,12000원,가성비 막걸리식빵,4000,12000.0
P000027,착한가격업소,,식당,서울풍경,서울특별시 종로구 북촌로5길 39,37.5793376128612,126.982701926649,02-735-7799,"정식(제육,뚝불,고등어조림,된장찌개)",16000원,왕돈가스,11000원,"가성비 정식(제육,뚝불,고등어조림,된장찌개)",16000,11000.0
P000028,착한가격업소,,식당,서울식당,서울특별시 종로구 창신길 50,37.5738362027887,127.010698756801,02-764-7587,백반,8000원,,,가성비 백반,8000,
P000029,착한가격업소,,식당,진미김밥,서울특별시 종로구 종로46길 28,37.5704709419319,127.010179837332,02-2268-0069,진미김밥,4000원,냉면,8000원,가성비 진미김밥,4000,8000.0
P000030,착한가격업소,,식당,옛촌,서울특별시 종로구 종로44길 94,37.5706759746126,127.015468174516,02-745-1235,돼지갈비김치찜,13000원,동태탕,11000원,가성비 돼지갈비김치찜,13000,11000.0
P000031,착한가격업소,,식당,스윗샐러드,"서울특별시 종로구 종로1길 50, 지하1층",37.5747244659804,126.979022440109,02-733-3225,버섯샐러드,7900원,닭가슴살샐러드,8900원,가성비 버섯샐러드,7900,8900.0
P000032,착한가격업소,,식당,종가대박집,서울특별시 종로구 종로 307,37.5722159232795,127.011854397226,02-744-4888,암퇘지삼겹살(170g),14000원,대박삼겹살(110g),5500원,가성비 암퇘지삼겹살(170g),14000,5500.0
P000033,착한가격업소,,식당,꽃백숙,서울특별시 종로구 창신길 18,37.5723843287421,127.010817294838,,능이삼계탕,15000원,능이반계탕,9000원,가성비 능이삼계탕,15000,9000.0
P000034,착한가격업소,,기타,정사진,"서울특별시 종로구 창덕궁1길 41, 2층",37.579260843905,126.986862276363,02-745-0828,증명사진,25000원,가족사진(3명),120000원,가성비 증명사진,25000,120000.0
P000035,착한가격업소,,식당,금하낙지마당,서울특별시 종로구 종로35길 40,37.5729596846722,127.003904828972,02-765-4412,낙지볶음,11000원,낙지철판볶음(중),45000원,가성비 낙지볶음,11000,45000.0
P000036,착한가격업소,,식당,백제고기집,서울특별시 종로구 종로35길 31,37.5726136194676,127.003688034186,02-764-7718,육회(500g),39000원,차돌박이(500g),47000원,가성비 육회(500g),39000,47000.0
P000037,착한가격업소,,식당,복코돼지,서울특별시 종로구 종로 232,37.5707627999585,127.00353275048,02-2271-5989,김치찌개(점심),7000원,황태해장국(점심),7000원,가성비 김치찌개(점심),7000,7000.0
P000038,착한가격업소,,식당,국수전문점,서울특별시 종로구 종로 246,37.5708386957387,127.005118978637,02-2275-7443,잔치국수,5000원,비빔국수,6000원,가성비 잔치국수,5000,6000.0
P000039,착한가격업소,,식당,남도식당,서울특별시 종로구 종로 374-1,37.5736893412123,127.019225031923,02-2234-5544,짜장면,3500원,우동,3500원,가성비 짜장면,3500,3500.0
P000040,착한가격업소,,식당,장원식당,서울특별시 종로구 창신5나길 3,37.5737764224116,127.011178154865,02-6777-1437,우거지뼈해장국,8000원,잔치/비빔국수,6000원,가성비 우거지뼈해장국,8000,6000.0
P000041,착한가격업소,,식당,동대문 한국통닭,서울특별시 종로구 종로 304,37.5716711229533,127.011537243548,02-747-2443,통닭 1마리,4500원,통닭 2마리,8000원,가성비 통닭 1마리,4500,8000.0
P000042,착한가격업소,,식당,중국,서울특별시 종로구 자하문로33길 2,37.5861940804564,126.969723642462,02-737-8055,짜장면,6000원,짬뽕,8000원,가성비 짜장면,6000,8000.0
P000043,착한가격업소,,식당,샐러드하우스,"서울특별시 종로구 새문안로5가길 28, 지층 119호",37.574460196686,126.973597076089,02-722-5891,에그듬뿍샌드위치,4900원,그린샐러드,6500원,가성비 에그듬뿍샌드위치,4900,6500.0
P000044,착한가격업소,,식당,카츠연,"서울특별시 종로구 삼봉로 81, 지층 136호",37.5725639351805,126.981506298154,,등심돈카츠정식,9500원,카레카츠정식,10500원,가성비 등심돈카츠정식,9500,10500.0
P000045,착한가격업소,,식당,육미,서울특별시 종로구 종로9길 18,37.5710165518871,126.984539905226,02-738-0122,쭈꾸미덮밥(점심),9000원,해물순두부탕(점심),7000원,가성비 쭈꾸미덮밥(점심),9000,7000.0
P000046,착한가격업소,,식당,불백당,서울특별시 종로구 우정국로2길 34,37.5694595040515,126.984945123988,02-722-0086,고추장불백,5500원,갈비양념불백,5500원,가성비 고추장불백,5500,5500.0
P000047,착한가격업소,,식당,수인인사동닭한마리,서울특별시 종로구 인사동10길 23-8,37.5747847174107,126.986190073207,070-7716-0082,삼계탕,13000원,,,가성비 삼계탕,13000,
P000048,착한가격업소,,식당,완판생국수,서울특별시 종로구 종로 258,37.5706294173625,127.006487394713,02-2272-0066,멸치국수,5500원,콩국수,8000원,가성비 멸치국수,5500,8000.0
P000049,착한가격업소,,식당,청년밥상문간 슬로우점,"서울특별시 종로구 동숭3길 33, 지하1층",37.5825936339102,127.004512048282,,김치찌개,3000원,,,가성비 김치찌개,3000,
P000050,착한가격업소,,식당,동문식당,서울특별시 종로구 종로 300-1,37.5715889805158,127.011243709036,,콩나물비빔밥,5000원,소고기콩나물밥,7000원,가성비 콩나물비빔밥,5000,7000.0
P000051,착한가격업소,,식당,창신숯불돼지갈비,서울특별시 종로구 종로 322-11,37.571668378973,127.013613745385,02-766-5861,돼지갈비정식,10000원,생선구이정식,10000원,가성비 돼지갈비정식,10000,10000.0
P000052,착한가격업소,,카페,착한커피공장,서울특별시 종로구 자하문로7길 66,37.5801973823904,126.969195225427,02-738-7774,아메리카노,2000원,카페라떼,3500원,가성비 아메리카노,2000,3500.0
P000053,착한가격업소,,식당,체부동잔치집,서울특별시 종로구 자하문로1길 16,37.5765518168746,126.971493775769,02-730-5420,잔치국수,5000원,비빔국수,6000원,가성비 잔치국수,5000,6000.0
P000054,착한가격업소,,식당,이모네감자탕,서울특별시 종로구 새문안로9길 29-3,37.5712732816389,126.975233336141,02-733-7314,뼈해장국,9000원,,,가성비 뼈해장국,9000,
P000055,착한가격업소,,식당,현궁,"서울특별시 종로구 종로1길 42, 지하1층",37.5739029320481,126.978983502911,02-736-3369,철판제육쌈밥,10000원,,,가성비 철판제육쌈밥,10000,
P000056,착한가격업소,,식당,흥진옥,서울특별시 종로구 종로5길 19-12,37.5713987489389,126.980273412814,02-732-2214,뼈해장국,10000원,,,가성비 뼈해장국,10000,
P000057,착한가격업소,,식당,인사동보리밥,"서울특별시 종로구 인사동7길 37, 지하1층",37.5726406166543,126.984701444611,,제육보리밥정식,14900원,,,가성비 제육보리밥정식,14900,
P000058,착한가격업소,,식당,을밀대(소문난국밥전문),서울특별시 종로구 수표로 131,37.5724935312538,126.988259663514,02-742-1633,우거지해장국,3000원,,,가성비 우거지해장국,3000,
P000059,착한가격업소,,식당,리브포나우,"서울특별시 종로구 새문안로5가길 28, 지하1층 121호",37.574460196686,126.973597076089,0507-1379-3315,아라비아따(토마토파스타),13500원,제철주먹밥,3500원,가성비 아라비아따(토마토파스타),13500,3500.0
P000060,착한가격업소,,카페,유로시안커피전문점,서울특별시 종로구 종로40길 4,37.5707603280844,127.006557927503,02-2268-1007,아메리카노(16oz) 포장,1500원,아메리카노(1L) 포장,2500원,가성비 아메리카노(16oz) 포장,1500,2500.0
P000061,착한가격업소,,식당,둘리분식,서울특별시 종로구 창경궁로34길 15,37.5843250630596,127.001182552211,02-744-8626,된장찌개,4000원,제육덮밥,4000원,가성비 된장찌개,4000,4000.0
P000062,착한가격업소,,식당,맛밥김밥전문점,서울특별시 종로구 창경궁로 269,37.5853421081725,127.000665725381,02-747-5425,돈가스,7500원,떡만둣국,7500원,가성비 돈가스,7500,7500.0
P000063,착한가격업소,,식당,영자씨우동김밥,서울특별시 중구 마른내로 15-1 (저동2가),37.5649541262687,126.989606762221,02-2272-9791, 김치찌개 ,7000원, 김밥 (야채),3500원,가성비  김치찌개 ,7000,3500.0
P000064,착한가격업소,,식당,코너집,"서울특별시 중구 퇴계로 336, 1층101호 (광희동2가, 성진오피스텔)",37.5642008377656,127.008866132716,02-2279-6266, 된장찌개 ,8000원, 돈가스 ,8000원,가성비  된장찌개 ,8000,8000.0
P000065,착한가격업소,,식당,광희식당,서울특별시 중구 장충단로 212-2 (광희동2가),37.5636366550507,127.007233814214,02-2265-1555, 된장찌개 ,7000원, 비빔밥 ,7000원,가성비  된장찌개 ,7000,7000.0
P000066,착한가격업소,,식당,우리집 맛자랑,서울특별시 중구 퇴계로20길 26 (남산동2가),37.559092298164,126.985816423839,02-319-8939, 된장찌개 ,7000원, 김치찌개 ,7000원,가성비  된장찌개 ,7000,7000.0
P000067,착한가격업소,,식당,돈우가식당,"서울특별시 중구 남대문로 25-17, 1층 (북창동)",37.5620306338518,126.97816807023,02-3789-1313, 김치찌개 ,7000원, 삼겹살(200g) ,11000원,가성비  김치찌개 ,7000,11000.0
P000068,착한가격업소,,식당,장수보리밥,서울특별시 중구 퇴계로85길 12-4 (황학동),37.5662631412838,127.01986332429,02-2252-2808, 보리밥 ,8000원, 고기쌈밥 ,12000원,가성비  보리밥 ,8000,12000.0
P000069,착한가격업소,,식당,형제정육식당,"서울특별시 중구 다산로40길 56, 1층 (신당5동)",37.5631864591946,127.019075758025,02-2235-9902, 된장찌개 ,7000원, 김치찌개 ,7000원,가성비  된장찌개 ,7000,7000.0
P000070,착한가격업소,,식당,흑돈연가,"서울특별시 중구 퇴계로88길 20, 1층 (신당5동)",37.5647641578328,127.020885801266,02-2234-7854, 점심백반 ,7000원, 삼겹살(180g) ,15000원,가성비  점심백반 ,7000,15000.0
P000071,착한가격업소,,미용,채미미용실,서울특별시 중구 다산로 101 (신당동),37.553274501935,127.009303145852,02-2234-8339, 커트 ,10000원, 펌 ,40000원,가성비  커트 ,10000,40000.0
P000072,착한가격업소,,세탁&목욕,일광사,서울특별시 중구 다산로 33다길 29 (신당동),37.5640829919161,127.013561996977,02-2238-6492, 드라이크리닝(양복 상하의) ,10000원, 하의 수선 ,4000원,가성비  드라이크리닝(양복 상하의) ,10000,4000.0
P000073,착한가격업소,,식당,유가,"서울특별시 중구 퇴계로12길 68, 1층 (회현동1가)",37.5566718882239,126.981473444416,02-3789-9688, 자장면 ,7000원,,,가성비  자장면 ,7000,
P000074,착한가격업소,,식당,민정이네,서울특별시 중구 만리재로 37길 21 (만리동1가),37.5565915616197,126.967168586088,02-312-1420, 점심백반 ,7000원,,,가성비  점심백반 ,7000,
P000075,착한가격업소,,식당,충정로김밥,"서울특별시 중구 서소문로6길 34, 1층108호 (중림동, 성요셉아파트상가)",37.5596149765767,126.967598813552,02-313-1006, 충정로김밥 ,3000원, 참치김밥 ,4000원,가성비  충정로김밥 ,3000,4000.0
P000076,착한가격업소,,식당,거목식당,서울특별시 중구 을지로36길 18 (을지로5가),37.5659767545803,127.001477572948,02-2263-0010, 된장찌개 ,7000원,순두부찌개,7000원,가성비  된장찌개 ,7000,7000.0
P000077,착한가격업소,,식당,풍년식당,서울특별시 중구 퇴계로36가길 47 (필동2가),37.5582187442402,126.995702195702,02-2272-0870, 가정식백반 ,7000원,,,가성비  가정식백반 ,7000,
P000078,착한가격업소,,식당,이조식당,"서울특별시 중구 청파로103길 33, 1층 (중림동)",37.5576624371646,126.968304863066,02-365-5993, 콩나물비빔밥 ,7000원, 잔치국수 ,7000원,가성비  콩나물비빔밥 ,7000,7000.0
P000079,착한가격업소,,카페,신빙고,"서울특별시 중구 동호로12길 93, 1층 (신당동)",37.559329134852,127.012071243923,02-2235-8819, 아메리카노 ,2300원, 복숭아아이스티 ,2300원,가성비  아메리카노 ,2300,2300.0
P000080,착한가격업소,,식당,장안김밥,서울특별시 중구 다산로36길 25,37.5623751136675,127.016683863515,02-2236-8135,떡국 ,4000원,떡볶이,3500원,가성비 떡국 ,4000,3500.0
P000081,착한가격업소,,식당,명동얼큰수제비,서울특별시 중구 남대문로 64,37.5627658956023,126.982216802182,02-752-7649, 김치찌개 ,8000원, 된장찌개 ,8000원,가성비  김치찌개 ,8000,8000.0
P000082,착한가격업소,,식당,345국수,서울특별시 중구 청구로 83-9 1층,37.5601687381546,127.013245400694,02-2237-5257, 손수제비 ,8000원, 잔치국수 ,7000원,가성비  손수제비 ,8000,7000.0
P000083,착한가격업소,,식당,옛날홍두깨손칼국수,서울특별시 중구 동호로7길 32,37.5525136777809,127.010624637953,02-2231-1458, 손수제비 ,6000원, 잔치국수 ,4000원,가성비  손수제비 ,6000,4000.0
P000084,착한가격업소,,식당,왕비집 명동본점,서울특별시 중구 명동8가길 26 2층,37.5616031804762,126.986448865343,02-3789-1945, 한우 등심구이(140g) ,45000원, 한우 육회(150g) ,29000원,가성비  한우 등심구이(140g) ,45000,29000.0
P000085,착한가격업소,,식당,명동중앙점 왕비집,서울특별시 중구 명동8나길 45 2층,37.5610751129026,126.982401011409,02-776-2361, 한우 등심구이(140g) ,45000원, 한우 육회(150g) ,29000원,가성비  한우 등심구이(140g) ,45000,29000.0
P000086,착한가격업소,,식당,왕비집 명동2호점,서울특별시 중구 명동9길 13 2층,37.5644068781235,126.984779529696,02-3789-1946, 한우 등심구이(140g) ,45000원, 한우 육회(150g) ,29000원,가성비  한우 등심구이(140g) ,45000,29000.0
P000087,착한가격업소,,식당,왕비집 육호점,서울특별시 중구 남대문로 64 2층 203호,37.5627658956023,126.982216802182,02-3789-1544, 한우 등심구이(140g) ,45000원, 한우 육회(150g) ,29000원,가성비  한우 등심구이(140g) ,45000,29000.0
P000088,착한가격업소,,식당,왕비집 시청무교점,서울특별시 중구 무교로 19 2층,37.5676347080798,126.978984811389,02-755-9229, 한우 등심구이(140g) ,46000원, 한우 육회(150g) ,29000원,가성비  한우 등심구이(140g) ,46000,29000.0
P000089,착한가격업소,,미용,고은미용실,서울특별시 중구 충무로 14-1 (충무로3가) 1층,37.5623931316613,126.99330811718,02-2268-9849,커트,12000원,파마,40000원,가성비 커트,12000,40000.0
P000090,착한가격업소,,식당,대박물갈비,서울특별시 중구 퇴계로4길 7 (남창동) 1층,37.5575384511336,126.977728218838,02-755-6974,제육볶음,9000원,돼지불고기,9000원,가성비 제육볶음,9000,9000.0
P000091,착한가격업소,,기타,로이필라테스,서울특별시 중구 퇴계로 461 (황학동) 1501호,37.5654978890631,127.023038399771,02-2231-8484,필라테스 개인레슨 10회,660000원,,,가성비 필라테스 개인레슨 10회,660000,
P000092,착한가격업소,,식당,산과들그리고바다,서울특별시 중구 을지로14길 22 (을지로3가) 1층,37.5652432645115,126.992034721625,02-2277-7887,모듬돌솥비빔밥,10000원,,,가성비 모듬돌솥비빔밥,10000,
P000093,착한가격업소,,식당,이모분식,서울특별시 중구 충무로 43-2 (초동) 1층,37.5650958071738,126.992583246148,02-2279-3897,김밥,4000원,라면,4500원,가성비 김밥,4000,4500.0
P000094,착한가격업소,,카페,콩다방,서울특별시 중구 마른내로 50 (인현동1가) 1층,37.5642397201096,126.993242190558,02-2274-1678,아메리카노,1800원,카페라떼,2900원,가성비 아메리카노,1800,2900.0
P000095,착한가격업소,,식당,공화춘,"서울특별시 중구 청파로 457-1, 2층",37.5602060884752,126.967810544752,02-723-4038,짜장면,6000원,짬뽕,7000원,가성비 짜장면,6000,7000.0
P000096,착한가격업소,,카페,바재커피,서울특별시 중구 남대문시장8길 25,37.5593472045347,126.978713698141,02-776-5577,아메리카노(힛),2000원,아메리카노(아이스),2500원,가성비 아메리카노(힛),2000,2500.0
P000097,착한가격업소,,식당,뉴욕스넥,"서울특별시 중구 을지로 지하 131, 을지로3구역지하 56호",37.5664453133971,126.994077559861,02-2274-1110,야채김밥,3500원,칼국수,7000원,가성비 야채김밥,3500,7000.0
P000098,착한가격업소,,식당,이원,서울특별시 중구 동호로 37길 33-16,37.5685910027871,126.999672984722,02-2273-5568,칼국수,7000원,만두,6000원,가성비 칼국수,7000,6000.0
P000099,착한가격업소,,미용,중림헤어,"서울특별시 중구 청파로 425-1, 1층",37.5576052077912,126.968922378934,02-365-2220,남성커트,8000원,남성염색,13000원,가성비 남성커트,8000,13000.0
P000100,착한가격업소,,미용,신라미용실,"서울특별시 중구 퇴계로 217, 1층 36호, 37호",37.5624227137843,126.995931151636,02-2267-0896,남성커트,10000원,여성커트,15000원,가성비 남성커트,10000,15000.0
P000101,착한가격업소,,식당,하우마라탕,"서울특별시 중구 퇴계로27길 42, 2층",37.563178944345,126.991358773904,0507-1405-5357,소고기 마라탕,9000원,,,가성비 소고기 마라탕,9000,
P000102,착한가격업소,,식당,동경우동집,"서울특별시 중구 충무로 48, 1층 1호",37.5653760401311,126.992961493923,02-2274-3440,우동,5000원,카레라이스,6500원,가성비 우동,5000,6500.0
P000103,착한가격업소,,식당,동경우동,"서울특별시 중구 퇴계로27길 16, 1층 105호",37.5619768682224,126.991828962716,02-2277-3223,우동,5000원,카레라이스,6500원,가성비 우동,5000,6500.0
P000104,착한가격업소,,식당,화로가,서울특별시 용산구 한강대로 39길 5,37.5305301811316,126.96859635845,02-798-8480,돌솥비빔밥,10000원, 생선구이정식 ,10000원,가성비 돌솥비빔밥,10000,10000.0
P000105,착한가격업소,,식당,감베로니,서울특별시 용산구 한강대로 81길 5,37.5429793370245,126.971946055378,02-3273-1791,돈 까 스 (1인분),9000원, 파스타 ,8000원,가성비 돈 까 스 (1인분),9000,8000.0
P000106,착한가격업소,,식당,풍년숯불갈비,서울특별시 용산구 새창로 130,37.5359434126284,126.961088803009,02-719-6530,돌솥비밤밥,9000원, 뚝배기불고기 ,9000원,가성비 돌솥비밤밥,9000,9000.0
P000107,착한가격업소,,식당,흑돈연가,서울특별시 용산구 한강대로 76길 11-2,37.5417031695849,126.973949334171,02-797-8060,돼지스떼끼,18000원, 생등심한우(180g) ,38000원,가성비 돼지스떼끼,18000,38000.0
P000108,착한가격업소,,식당,한일각,서울특별시 용산구 보광로 21-1 2층,37.526344336243,127.000589177803,02-796-2557,자장면,4000원, 짬뽕 ,5000원,가성비 자장면,4000,5000.0
P000109,착한가격업소,,식당,일공오삼겹살,서울특별시 용산구 백범로87길 52,37.5394589579514,126.969434444107,02-3273-0105,된장찌개,8000원, 김치찌개 ,8000원,가성비 된장찌개,8000,8000.0
P000110,착한가격업소,,식당,면마루,"서울특별시 용산구 신흥로 86, 2층",37.5456536557396,126.985939031575,02-797-3449,물냉면,9000원, 칼국수 ,9000원,가성비 물냉면,9000,9000.0
P000111,착한가격업소,,식당,용산풍천숯불민물장어,서울특별시 용산구 한강대로39길 10,37.5312479318758,126.968986718823,02-749-5905,손칼국수,5500원, 손칼국수만두 ,6000원,가성비 손칼국수,5500,6000.0
P000112,착한가격업소,,식당,원돈까스우동,서울특별시 용산구 서빙고로65길 10,37.5206387935546,126.994548371044,02-797-9718,원우동,7000원, 야채비빔밥 ,8000원,가성비 원우동,7000,8000.0
P000113,착한가격업소,,식당,용산픙천장어마을,서울특별시 용산구 백범로 318,37.5383327765565,126.964226159435,02-711-1139, 추어장어탕 ,11000원,,,가성비  추어장어탕 ,11000,
P000114,착한가격업소,,식당,영광정육식당,서울특별시 용산구 서빙고로91나길 104,37.5252696495859,126.996147660543,02-798-2423,곰탕,9000원, 청국장 ,8000원,가성비 곰탕,9000,8000.0
P000115,착한가격업소,,카페,커피스모키,"서울특별시 용산구 한강대로30길 25, 지하1층 26호",37.527358545339,126.968861735609,,아메리카노,2900원, 콜드브루 ,3400원,가성비 아메리카노,2900,3400.0
P000116,착한가격업소,,식당,용대박,"서울특별시 용산구 원효로83길 13-5 101, 102호",37.5400072571702,126.967560569215,02-718-8853,순대국,8000원, 비빔국수 ,5000원,가성비 순대국,8000,5000.0
P000117,착한가격업소,,식당,진미식당,"서울특별시 용산구 백범로 90길 46, 1층",37.5366958702301,126.970177576899,02-703-6842,오징어볶음,10000원,,,가성비 오징어볶음,10000,
P000118,착한가격업소,,식당,부자식당,서울특별시 용산구 대사관로24길 13,37.5329998449266,127.004894298627,02-797-9046,고등어쌈밥정식,12000원, 불고기쌈밥정식 ,11000원,가성비 고등어쌈밥정식,12000,11000.0
P000119,착한가격업소,,식당,장원,서울특별시 용산구 원효로19길 34,37.5331134182461,126.953729977052,02-711-8948,"오늘의메뉴(백반,찌개류)",9000원, 오늘의메뉴(불고기류) ,10000원,"가성비 오늘의메뉴(백반,찌개류)",9000,10000.0
P000120,착한가격업소,,식당,호정식당,서울특별시 용산구 보광로 17,37.5260131257855,127.000915325754,02-794-3295,삼겹살(200g),13000원, 오겹살(200g) ,13000원,가성비 삼겹살(200g),13000,13000.0
P000121,착한가격업소,,식당,지혜식당,서울특별시 용산구 이촌로18길 21-15,37.5257915480316,126.9549698632,02-706-5255,가정식백반,9000원,,,가성비 가정식백반,9000,
P000122,착한가격업소,,식당,친구의천(후랜드천),서울특별시 용산구 장문로 88,37.525986638102,126.999353921205,02-790-9415,즉석떡볶이,5000원,,,가성비 즉석떡볶이,5000,
P000123,착한가격업소,,식당,경리단578,서울특별시 용산구 녹사평대로 226,37.5378167884317,126.986972174924,02-798-6577,부대찌개,10000원,짜글이,10000원,가성비 부대찌개,10000,10000.0
P000124,착한가격업소,,식당,윤경남7통황태국,"서울특별시 용산구 녹사평대로26가길 9, 지층",37.5323529435483,126.992100673191,02-790-3790,황태국,10000원,,,가성비 황태국,10000,
P000125,착한가격업소,,식당,원조보리밥수제비,서울특별시 용산구 이태원로14길 24,37.5332730395748,126.990771296133,02-798-4762,감자수제비,9000원,김치수제비,9000원,가성비 감자수제비,9000,9000.0
P000126,착한가격업소,,식당,소문난 국수집,"서울특별시 용산구 보광로 41, 1층",37.527761521483,126.999269736048,02-790-8494,칼국수,8000원,우동,6000원,가성비 칼국수,8000,6000.0
P000127,착한가격업소,,식당,5빠 떡볶이,"서울특별시 용산구 후암로 37-1, 1층",37.5493239922749,126.977408824535,02-3789-1489,떡볶이,4000원,어묵,2500원,가성비 떡볶이,4000,2500.0
P000128,착한가격업소,,식당,대포항,"서울특별시 용산구 새창로 116-7, 1층",37.5367664717508,126.96026252916,02-3211-3272,삼치구이,10000원,초밥,10000원,가성비 삼치구이,10000,10000.0
P000129,착한가격업소,,식당,가마골,"서울특별시 용산구 이촌로75길 16-5, 107호",37.5207243224003,126.974675060366,02-794-6489,오늘의정식,8000원,,,가성비 오늘의정식,8000,
P000130,착한가격업소,,미용,형한나미용실,"서울특별시 용산구 청파로47길 17-5, 1층",37.5445909202286,126.969273702942,02-704-3955,커트(여성),10000원,커트(남성),8000원,가성비 커트(여성),10000,8000.0
